sourcePostId,sourceUrl,publishedAt,origin,brand,model,year,trim,mileage,engine,powerHp,consumption,transmission,drive,safety,interior,damage,vin,auctionDate,estimatedBidUsd,priceRub,customsRub,lot,calculationDate,photos,rawText
1872,https://t.me/AutoWorld_Georgia/1872,2026-04-05T15:50:49+00:00,США,на,,2004,SEL Premium,31400ml,"1.4l, на 147HP",147.0,,АКПП-8,передний,,кожа,"""спереди""",3VWE57BU4MM102417,06.04.2026,9000,2000000,,,05.04.2026,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1872/main-1790168195731-main-1-93937e3e.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1872/other-1790168196635-other-2-096430d3.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1872/other-1790168197395-other-3-2781b5a6.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1872/other-1790168198182-other-4-98299dbd.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1872/other-1790168199011-other-5-e4738b5f.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1872/other-1790168199905-other-6-adf195cf.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1872/other-1790168200658-other-7-96e5b13e.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1872/other-1790168201251-other-8-88ff4f36.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1872/other-1790168201816-other-9-0c6e1c45.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1872/other-1790168202394-other-10-dffbada9.jpg,"👤
👤
👤
👤
👤
👤
👤
на 06.04
🌟
Volkswagen Jetta 12/21г.
‼️
🚗
✨
1️⃣
🤩
8️⃣
2️⃣
🔤
🔤
🔤
🔹
комплектация
SEL Premium
🔹
Пробег:
31400ml
👍
🔹
Двигатель:
1.4l, на 147HP
🐎
💨
🔹
Коробка:
АКПП-8
🔹
Привод: передний
FWD
🔹
Салон кожа
🛋
, панорама
🔹
Повреждения ""спереди""
📜
История автомобиля
3VWE57BU4MM102417
⚖️
🛎
Торги 06.04.2026г.
+- 9 000$ (расчетная ставка)
Цена в России (с ремонтом) под
🔧
+- 2,0 млн. руб.
🔎
1-78495775
расчёт 05.04.2026г.
💵
82
Теперь и в МАХ
👇
https://max.ru/c/-71046904611051/AZ1eWnPDChI"
1882,https://t.me/AutoWorld_Georgia/1882,2026-04-06T07:38:50+00:00,,Nissan,Sentra,2021,SR,28900 ml,"2,0l на 149HP",149.0,,CVT,передний,"""",кожа,,3N1AB8DV9MY284844,,,,,,06.04.2026,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1882/main-1790168202998-main-1-57cc6307.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1882/other-1790168203576-other-2-966c8cbd.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1882/other-1790168204125-other-3-dd224539.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1882/other-1790168205135-other-4-569d1ba8.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1882/other-1790168206035-other-5-fe5b0a1e.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1882/other-1790168206795-other-6-cfbd9d25.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1882/other-1790168207560-other-7-31490e9b.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1882/other-1790168208485-other-8-28b53e4e.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1882/other-1790168209097-other-9-275e62df.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1882/other-1790168209585-other-10-466edcc8.jpg,"🔤
🔤
🔤
🔤
🔤
🔤
до
1⃣
6⃣
1⃣
🌟
Nissan Sentra 05/21г.
🏎
✨
2️⃣
🤩
2️⃣
1️⃣
🔤
🔤
🔤
🔹
комплектация
SR
🔹
Пробег:
28900 ml
👍
🔹
Двигатель:
2,0l на 149HP
🐎
💨
🔹
Коробка:
CVT
🔹
Привод: передний
FWD
🔹
Безопасность ""
90% завод
""
🛡
🔹
Салон кожа
🛋
, акустика BOSE, камеры 360
📜
История автомобиля
3N1AB8DV9MY284844
🔎
0504ГТ1832
расчёт 06.04.2026г.
💵
82
мы в МАХ
👇
https://max.ru/c/-71046904611051/AZ1hwCH1Gfk"
1891,https://t.me/AutoWorld_Georgia/1891,2026-04-07T15:05:17+00:00,США,на,,2004,SR,12800ml,"2.0l, на 141HP",141.0,,CVT,передний,"""","комбинированный, электронная панель, сенсорный дисплей, ассистент водителя....","""сзади""",3N8AP6DA3SL350920,09.04.2026,8500,2250000,,,07.04.2026,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1891/main-1790168210466-main-1-ddd6addc.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1891/other-1790168211211-other-2-94b2614b.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1891/other-1790168212019-other-3-6176e3e1.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1891/other-1790168212940-other-4-097bcc64.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1891/other-1790168213662-other-5-bcaa8658.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1891/other-1790168214270-other-6-611de6d0.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1891/other-1790168214895-other-7-21064d9b.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1891/other-1790168215575-other-8-1d9ff6e0.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1891/other-1790168216145-other-9-8a328026.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1891/other-1790168216950-other-10-54b131b9.jpg,"👤
👤
👤
👤
👤
👤
👤
на 09.04
🌟
Nissan Kicks 11/24г. NEW
‼️
🚗
✨
1️⃣
🤩
9️⃣
9️⃣
🔤
🔤
🔤
🔹
комплектация
SR
🔹
Пробег:
12800ml
👍
🔹
Двигатель:
2.0l, на 141HP
🐎
💨
🔹
Коробка:
CVT
🔹
Привод: передний
FWD
🔹
Безопасность: ""
завод
""
🛡
🔹
Салон комбинированный, электронная панель, сенсорный дисплей, ассистент водителя....
🔹
Сборка:
Мексика
🔹
Повреждения ""сзади""
📜
История автомобиля
3N8AP6DA3SL350920
⚖️
🛎
Торги 09.04.2026г.
+- 8 500$ (расчетная ставка)
Цена в России (с ремонтом) под
🔧
+- 2,25 млн. руб.
🔎
1-75361575
расчёт 07.04.2026г.
💵
80
Теперь и в МАХ
👇
https://max.ru/c/-71046904611051/AZ1ofKUjX0k"
1901,https://t.me/AutoWorld_Georgia/1901,2026-04-07T15:50:35+00:00,США,на,,2004,,12100ml,"2.0l, на 255HP",255.0,,АКПП,задний,"""","кожа, электронная панель, сенсорный дисплей, ассистент водителя, панорама...","""незначительные""",WBA43FJ08RCS33708,09.04.2026,33000,6300000,,,07.04.2026,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1901/main-1790168217514-main-1-140a1e63.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1901/other-1790168218092-other-2-988569a0.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1901/other-1790168218887-other-3-31e08611.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1901/other-1790168219467-other-4-b302643d.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1901/other-1790168220062-other-5-5e81da50.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1901/other-1790168220813-other-6-ee1200c9.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1901/other-1790168221594-other-7-e95f1012.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1901/other-1790168222311-other-8-fe7a69dc.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1901/other-1790168223059-other-9-d268a439.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1901/other-1790168223802-other-10-f4f979a2.jpg,"👤
👤
👤
👤
👤
👤
👤
на 09.04
🌟
BMW 530I 04/24г.
🚗
✨
5️⃣
🤩
9️⃣
9️⃣
🔤
🔤
🔤
🔹
Пробег:
12100ml
👍
🔹
Двигатель:
2.0l, на 255HP
🐎
💨
🔹
Коробка:
АКПП
🔹
Привод: задний
RWD
🔹
Безопасность: ""
завод
""
🛡
🔹
Салон кожа, электронная панель, сенсорный дисплей, ассистент водителя, панорама...
🔹
Повреждения ""незначительные""
📜
История автомобиля
👇
WBA43FJ08RCS33708
⚖️
🛎
Торги 09.04.2026г.
+- 33 000$ (расчетная ставка)
Цена в России (с ремонтом) под
🔧
+- 6,3 млн. руб.
🔎
0-44253292
расчёт 07.04.2026г.
💵
80
Теперь и в МАХ
👇
https://max.ru/c/-71046904611051/AZ1opaNqZUU"
1911,https://t.me/AutoWorld_Georgia/1911,2026-04-10T13:04:52+00:00,США,,,2024,Xdrive40I,30600ml,"3.0l, на 375HP",375.0,,АКПП,полный,"""","кожа, электронная панель, сенсорный дисплей, ассистент водителя, панорама...","""бампер""",5UX23EM01R9V34574,13.04.2026,45000,9750000,,,10.04.2026,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1911/main-1790168224376-main-1-4747e2a5.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1911/other-1790168224946-other-2-e6a8f17f.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1911/other-1790168225516-other-3-006baa74.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1911/other-1790168226110-other-4-23fd9b02.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1911/other-1790168226672-other-5-afb2ef41.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1911/other-1790168227271-other-6-d27d6d4a.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1911/other-1790168228014-other-7-12ae8e58.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1911/other-1790168228610-other-8-252461f1.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1911/other-1790168229165-other-9-82f219ef.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1911/other-1790168229728-other-10-1f89943f.jpg,"👤
👤
👤
👤
👤
👤
👤
на 13.04
🌟
BMW X7
01/24г.
🚗
✨
9️⃣
🤩
4️⃣
9️⃣
🔤
🔤
🔤
🔹
комплектация
Xdrive40I
🔹
Пробег:
30600ml
👍
🔹
Двигатель:
3.0l, на 375HP
🐎
💨
🔹
Коробка:
АКПП
🔹
Привод: полный
AWD
🔹
Безопасность: ""
завод
""
🛡
🔹
Салон кожа, электронная панель, сенсорный дисплей, ассистент водителя, панорама...
🔹
Повреждения ""бампер""
📜
История автомобиля
👇
5UX23EM01R9V34574
⚖️
🛎
Торги 13.04.2026г.
+- 45 000$ (расчетная ставка)
Цена в России (с ремонтом) под
🔧
+- 9,75 млн. руб.
🔎
0-44278602
расчёт 10.04.2026г.
💵
79
Теперь и в МАХ
👇
https://max.ru/c/-71046904611051/AZ13gpIVANM"
1921,https://t.me/AutoWorld_Georgia/1921,2026-04-10T13:16:17+00:00,США,на,,2004,SR,12800ml,"2.0l, на 141HP",141.0,,CVT,передний FWD,"""завод""","комбинированный, электронная панель…",,,,,,,,,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1921/main-1790168230197-main-1-7aa270f3.jpg,"👤
👤
👤
👤
👤
👤
👤
на 09.04
🌟
Nissan Kicks 11/24г. NEW
‼️
🚗
✨
1️⃣
🤩
9️⃣
9️⃣
🔤
🔤
🔤
🔹
комплектация SR
🔹
Пробег:  12800ml
👍
🔹
Двигатель: 2.0l, на 141HP
🐎
💨
🔹
Коробка: CVT
🔹
Привод: передний FWD
🔹
Безопасность: ""завод""
🛡
🔹
Салон комбинированный, электронная панель…"
1922,https://t.me/AutoWorld_Georgia/1922,2026-04-10T13:22:04+00:00,США,на,,2004,,12100ml,"2.0l, на 255HP",255.0,,АКПП,задний RWD,"""завод""","кожа, электронная панель, сенсорный дисплей, ассистент водителя,…",,,,,,,,,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1922/main-1790168230689-main-1-965577bf.jpg,"👤
👤
👤
👤
👤
👤
👤
на 09.04
🌟
BMW 530I 04/24г.
🚗
✨
5️⃣
🤩
9️⃣
9️⃣
🔤
🔤
🔤
🔹
Пробег:  12100ml
👍
🔹
Двигатель: 2.0l, на 255HP
🐎
💨
🔹
Коробка: АКПП
🔹
Привод: задний RWD
🔹
Безопасность: ""завод""
🛡
🔹
Салон кожа, электронная панель, сенсорный дисплей, ассистент водителя,…"
1923,https://t.me/AutoWorld_Georgia/1923,2026-04-10T14:33:37+00:00,США,Mersedes,GLA,2025,GLA 250,4100ml,"2.0l, на 221HP",221.0,,АКПП,передний,"""","кожа, электронная панель, сенсорный дисплей, ассистент водителя...","""",W1N4N4GB9TJ780704,14.04.2026,17500,4200000,,,10.04.2026,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1923/main-1790168231784-main-1-4026e011.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1923/other-1790168232663-other-2-8b3e5735.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1923/other-1790168233428-other-3-e7726717.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1923/other-1790168234176-other-4-8460de0d.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1923/other-1790168234739-other-5-2994eab6.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1923/other-1790168235391-other-6-ba22db69.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1923/other-1790168236160-other-7-34dbd417.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1923/other-1790168236783-other-8-79d0ec22.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1923/other-1790168237348-other-9-11d43e1a.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1923/other-1790168238091-other-10-0f9cedb4.jpg,"👤
👤
👤
👤
👤
👤
👤
на 14.04
🌟
Mersedes GLA 05/25г.
🚗
✨
4️⃣
🤩
🔤
6️⃣
🔤
🔤
🔤
🔹
комплектация
GLA 250
🔹
Пробег:
4100ml
👍
🔹
Двигатель:
2.0l, на 221HP
🐎
💨
🔹
Коробка:
АКПП
🔹
Привод: передний
FWD
🔹
Безопасность: ""
завод
""
🛡
🔹
Салон кожа, электронная панель, сенсорный дисплей, ассистент водителя...
🔹
Повреждения ""
минимальные
""
📜
История автомобиля
👇
W1N4N4GB9TJ780704
⚖️
🛎
Торги 14.04.2026г.
+- 17 500$ (расчетная ставка)
Цена в России (с ремонтом) под
🔧
+- 4,2 млн. руб.
🔎
0-44252206
расчёт 10.04.2026г.
💵
79
Теперь и в МАХ
👇
https://max.ru/c/-71046904611051/AZ130pccNJQ"
1933,https://t.me/AutoWorld_Georgia/1933,2026-04-10T18:49:31+00:00,США,Volkswagen,Jetta,2021,S+,55800ml,"1.4l, на 147HP",147.0,,АКПП-8,передний,"""","кожа, электропривод, климат, старт-стоп...","""незначительные""",3VWC57BU1MM070887,14.04.2026,,,,,10.04.2026,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1933/main-1790168239036-main-1-63722fb3.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1933/other-1790168240277-other-2-fbf5d1ee.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1933/other-1790168241317-other-3-a512235c.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1933/other-1790168242574-other-4-50d47934.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1933/other-1790168243625-other-5-6ac2b118.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1933/other-1790168244536-other-6-0e084943.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1933/other-1790168245109-other-7-30b1c3be.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1933/other-1790168245695-other-8-ad07b7f5.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1933/other-1790168246280-other-9-738d54e7.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1933/other-1790168247232-other-10-aaa9a862.jpg,"👤
👤
👤
👤
👤
👤
👤
на 14.04
🌟
Volkswagen Jetta 07/21г.
‼️
🚗
✨
1️⃣
🤩
4️⃣
2️⃣
*
🔤
🔤
🔤
🔹
комплектация
S+
🔹
Пробег:
55800ml
👍
🔹
Двигатель:
1.4l, на 147HP
🐎
💨
🔹
Коробка:
АКПП-8
🔹
Привод: передний
FWD
🔹
Безопасность: ""
60% завод
""
🛡
🔹
Салон кожа, электропривод, климат, старт-стоп...
🔹
Сборка:
Мексика
🔹
Повреждения ""незначительные""
📜
История автомобиля
👇
3VWC57BU1MM070887
⚖️
🛎
Торги 14.04.2026г.
BUY NOW
4⃣
5⃣
0⃣
0⃣
💵
Цена в России (с ремонтом) под
🔧
+- 1,6* млн. руб.
🔎
1-48949596
расчёт 10.04.2026г.
💵
79
Теперь и в МАХ
👇
https://max.ru/c/-71046904611051/AZ14vWljfDc
* подробности в ЛС"
1943,https://t.me/AutoWorld_Georgia/1943,2026-04-10T18:58:23+00:00,США,Volkswagen,Jetta,2021,S+,55800ml,"1.4l, на 147HP",147.0,,АКПП-8,передний FWD,"""60% завод""","кожа, электропривод, климат…",,,,,,,,,,"👤
👤
👤
👤
👤
👤
👤
на 14.04
🌟
Volkswagen Jetta 07/21г.
‼️
🚗
✨
1️⃣
🤩
4️⃣
2️⃣
*
🔤
🔤
🔤
🔹
комплектация S+
🔹
Пробег:  55800ml
👍
🔹
Двигатель: 1.4l, на 147HP
🐎
💨
🔹
Коробка: АКПП-8
🔹
Привод: передний FWD
🔹
Безопасность: ""60% завод""
🛡
🔹
Салон кожа, электропривод, климат…"
1944,https://t.me/AutoWorld_Georgia/1944,2026-04-11T11:06:26+00:00,США,Volkswagen,Atlas,2024,Sel,100km,"2.0l, на 269HP",269.0,,АКПП,полный,"""","кожа, 7 мест, электронная панель, сенсорный дисплей, панорама, ассистент водителя","""",1V2BR2CA9RC586318,14.04.2026,,4880000,,,11.04.2026,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1944/main-1790168248015-main-1-0b8aa586.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1944/other-1790168248948-other-2-3b86873a.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1944/other-1790168249888-other-3-16f93db0.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1944/other-1790168250785-other-4-ed87b0bd.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1944/other-1790168251692-other-5-69244a29.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1944/other-1790168252606-other-6-0e333d35.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1944/other-1790168253178-other-7-2fc2b0e6.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1944/other-1790168253743-other-8-e74fb2d6.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1944/other-1790168254306-other-9-3bedd91c.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-1944/other-1790168254905-other-10-9695ce3d.jpg,"👤
👤
👤
👤
👤
👤
👤
на 14.04
🌟
Volkswagen Atlas 05/24г.
🚗
✨
4️⃣
🤩
7️⃣
2️⃣
🔤
🔤
🔤
🔹
комплектация
Sel
🔹
Пробег:
100km
👍
🔹
Двигатель:
2.0l, на 269HP
🐎
💨
🔹
Коробка:
АКПП
🔹
Привод: полный
AWD
🔹
Безопасность: ""
завод
""
🛡
🔹
Салон кожа, 7 мест, электронная панель, сенсорный дисплей, панорама, ассистент водителя
🔹
Повреждения ""
механическое
""
📜
История автомобиля
👇
1V2BR2CA9RC586318
⚖️
🛎
Торги 14.04.2026г.
BUY NOW
🌌
🌌
🌌
🌌
🌌
😀
Цена в России (с ремонтом) под
🔧
+- 4,88 млн. руб.
🔎
1-96909935
расчёт 11.04.2026г.
💵
79
Теперь и в МАХ
👇
https://max.ru/c/-71046904611051/AZ18RY2JJ-8"
